inst#,actual,predicted,error,probability, distribution
839,1:00,2:01,+,0,*1
840,1:00,1:00,,*1,0
841,1:00,1:00,,*1,0
842,1:00,1:00,,*1,0
843,1:00,1:00,,*1,0
844,1:00,1:00,,*1,0
845,1:00,1:00,,*1,0
846,1:00,1:00,,*1,0
847,1:00,2:01,+,0.179,*0.821
848,1:00,1:00,,*0.702,0.298
849,1:00,1:00,,*1,0
850,1:00,1:00,,*1,0
851,1:00,1:00,,*1,0
852,1:00,1:00,,*1,0
853,1:00,1:00,,*1,0
854,1:00,1:00,,*1,0
855,1:00,1:00,,*1,0
856,1:00,1:00,,*1,0
857,1:00,2:01,+,0.012,*0.988
858,1:00,1:00,,*1,0
859,1:00,1:00,,*1,0
860,1:00,1:00,,*1,0
861,1:00,1:00,,*1,0
862,1:00,1:00,,*1,0
863,1:00,1:00,,*1,0
864,1:00,1:00,,*1,0
865,1:00,1:00,,*1,0
866,1:00,2:01,+,0,*1
867,1:00,1:00,,*1,0
868,1:00,1:00,,*1,0
869,1:00,2:01,+,0,*1
870,1:00,1:00,,*1,0
871,1:00,1:00,,*1,0
872,1:00,1:00,,*1,0
873,1:00,1:00,,*1,0
874,1:00,1:00,,*1,0
875,1:00,1:00,,*1,0
876,1:00,1:00,,*1,0
877,1:00,1:00,,*1,0
878,1:00,1:00,,*1,0
879,1:00,1:00,,*1,0
880,1:00,1:00,,*1,0
881,1:00,1:00,,*1,0
882,1:00,2:01,+,0.146,*0.854
883,1:00,1:00,,*1,0
884,1:00,2:01,+,0,*1
885,1:00,1:00,,*1,0
886,1:00,1:00,,*1,0
887,1:00,1:00,,*1,0
888,1:00,1:00,,*1,0
889,1:00,2:01,+,0,*1
890,1:00,1:00,,*1,0
891,1:00,1:00,,*1,0
892,1:00,1:00,,*0.922,0.078
893,1:00,1:00,,*1,0
894,1:00,1:00,,*1,0
895,1:00,1:00,,*1,0
896,1:00,1:00,,*0.999,0.001
897,1:00,2:01,+,0.001,*0.999
898,2:01,1:00,+,*1,0
899,1:00,1:00,,*1,0
900,1:00,2:01,+,0.035,*0.965
901,1:00,1:00,,*1,0
902,1:00,1:00,,*1,0
903,1:00,1:00,,*1,0
904,1:00,1:00,,*1,0
905,1:00,1:00,,*1,0
906,1:00,1:00,,*1,0
907,1:00,1:00,,*1,0
908,1:00,2:01,+,0.015,*0.985
909,1:00,1:00,,*0.829,0.171
910,1:00,1:00,,*1,0
911,1:00,2:01,+,0,*1
912,1:00,1:00,,*1,0
913,1:00,1:00,,*1,0
914,1:00,1:00,,*0.96,0.04
915,1:00,1:00,,*1,0
916,1:00,1:00,,*1,0
917,1:00,1:00,,*0.999,0.001
918,1:00,1:00,,*0.887,0.113
919,1:00,1:00,,*1,0
920,1:00,1:00,,*1,0
921,1:00,1:00,,*1,0
922,1:00,1:00,,*0.956,0.044
923,1:00,1:00,,*1,0
924,1:00,1:00,,*0.979,0.021
925,1:00,1:00,,*1,0
926,1:00,1:00,,*1,0
927,1:00,1:00,,*1,0
928,1:00,2:01,+,0.024,*0.976
929,1:00,1:00,,*1,0
930,1:00,1:00,,*1,0
931,1:00,1:00,,*1,0
932,1:00,1:00,,*1,0
933,1:00,1:00,,*0.512,0.488
934,1:00,2:01,+,0,*1
935,1:00,2:01,+,0,*1
936,1:00,1:00,,*0.697,0.303
937,1:00,1:00,,*1,0
938,1:00,1:00,,*1,0
939,1:00,1:00,,*1,0
940,1:00,1:00,,*1,0
941,1:00,1:00,,*1,0
942,1:00,2:01,+,0,*1
943,1:00,1:00,,*1,0
944,1:00,1:00,,*1,0
945,1:00,2:01,+,0,*1
946,1:00,1:00,,*1,0
947,1:00,1:00,,*1,0
948,1:00,2:01,+,0.004,*0.996
949,1:00,1:00,,*0.997,0.003
950,1:00,1:00,,*1,0
951,1:00,1:00,,*1,0
952,1:00,1:00,,*1,0
953,1:00,1:00,,*1,0
954,1:00,1:00,,*1,0
955,1:00,1:00,,*1,0
956,1:00,1:00,,*1,0
957,1:00,1:00,,*1,0
958,1:00,1:00,,*1,0
959,1:00,1:00,,*1,0
960,1:00,2:01,+,0,*1
961,1:00,1:00,,*1,0
962,1:00,2:01,+,0.078,*0.922
963,1:00,1:00,,*1,0
964,1:00,1:00,,*1,0
965,1:00,2:01,+,0.182,*0.818
966,1:00,1:00,,*1,0
967,1:00,1:00,,*1,0
968,1:00,1:00,,*0.999,0.001
969,1:00,1:00,,*1,0
970,1:00,1:00,,*1,0
971,1:00,1:00,,*1,0
972,1:00,2:01,+,0.437,*0.563
973,1:00,1:00,,*1,0
974,1:00,1:00,,*1,0
975,1:00,1:00,,*1,0
976,1:00,1:00,,*1,0
977,1:00,1:00,,*1,0
978,1:00,1:00,,*1,0
979,1:00,1:00,,*0.999,0.001
980,1:00,1:00,,*1,0
981,1:00,2:01,+,0,*1
982,1:00,1:00,,*1,0
983,1:00,1:00,,*1,0
984,1:00,1:00,,*1,0
985,1:00,1:00,,*0.995,0.005
986,1:00,1:00,,*1,0
987,1:00,2:01,+,0,*1
988,1:00,1:00,,*1,0
989,1:00,1:00,,*1,0
990,1:00,1:00,,*1,0
991,1:00,1:00,,*1,0
992,1:00,1:00,,*0.991,0.009
993,1:00,1:00,,*1,0
994,1:00,1:00,,*1,0
995,1:00,1:00,,*1,0
996,1:00,1:00,,*0.997,0.003
997,1:00,1:00,,*1,0
998,1:00,1:00,,*0.993,0.007
999,1:00,1:00,,*1,0
1000,1:00,1:00,,*1,0
1001,1:00,1:00,,*1,0
1002,1:00,1:00,,*1,0
1003,1:00,1:00,,*1,0
1004,1:00,2:01,+,0.003,*0.997
1005,1:00,2:01,+,0.405,*0.595
1006,1:00,1:00,,*1,0
1007,1:00,1:00,,*1,0
1008,1:00,1:00,,*1,0
1009,1:00,1:00,,*1,0
1010,1:00,1:00,,*1,0
1011,1:00,1:00,,*1,0
1012,1:00,1:00,,*1,0
1013,1:00,1:00,,*0.999,0.001
1014,2:01,2:01,,0,*1
1015,1:00,2:01,+,0.075,*0.925
1016,1:00,1:00,,*1,0
1017,1:00,1:00,,*1,0
1018,1:00,1:00,,*1,0
1019,1:00,1:00,,*1,0
1020,1:00,1:00,,*1,0
1021,1:00,1:00,,*1,0
1022,1:00,1:00,,*1,0
1023,1:00,1:00,,*1,0
1024,1:00,1:00,,*1,0
1025,1:00,1:00,,*1,0
1026,1:00,2:01,+,0.083,*0.917
1027,1:00,1:00,,*1,0
1028,1:00,1:00,,*1,0
1029,1:00,1:00,,*1,0
1030,1:00,1:00,,*1,0
1031,1:00,1:00,,*1,0
1032,1:00,1:00,,*0.985,0.015
1033,1:00,1:00,,*1,0
1034,1:00,1:00,,*1,0
1035,1:00,1:00,,*1,0
1036,1:00,1:00,,*0.603,0.397
1037,1:00,1:00,,*1,0
1038,1:00,1:00,,*0.999,0.001
1039,1:00,1:00,,*1,0
1040,1:00,1:00,,*1,0
1041,1:00,1:00,,*1,0
1042,1:00,1:00,,*0.699,0.301
1043,1:00,1:00,,*1,0
1044,1:00,1:00,,*1,0
1045,1:00,1:00,,*0.983,0.017
1046,1:00,1:00,,*1,0
1047,1:00,1:00,,*1,0
1048,1:00,1:00,,*1,0
1049,1:00,1:00,,*1,0
1050,1:00,1:00,,*1,0
1051,1:00,1:00,,*0.999,0.001
1052,1:00,2:01,+,0.432,*0.568
1053,1:00,2:01,+,0,*1
1054,1:00,2:01,+,0,*1
1055,1:00,1:00,,*0.538,0.462
1056,1:00,1:00,,*1,0
1057,1:00,1:00,,*0.828,0.172
1058,1:00,1:00,,*0.999,0.001
1059,1:00,1:00,,*1,0
1060,1:00,1:00,,*1,0
1061,1:00,1:00,,*1,0
1062,1:00,1:00,,*0.993,0.007
1063,1:00,2:01,+,0,*1
1064,1:00,1:00,,*1,0
1065,1:00,1:00,,*0.998,0.002
1066,1:00,1:00,,*1,0
1067,1:00,1:00,,*1,0
1068,1:00,1:00,,*1,0
1069,1:00,1:00,,*1,0
1070,1:00,1:00,,*1,0
1071,1:00,1:00,,*1,0
1072,1:00,1:00,,*1,0
1073,1:00,1:00,,*0.997,0.003
1074,1:00,1:00,,*1,0
1075,1:00,1:00,,*1,0
1076,1:00,1:00,,*1,0
1077,1:00,1:00,,*1,0
1078,1:00,1:00,,*1,0
1079,1:00,1:00,,*1,0
1080,1:00,1:00,,*1,0
1081,1:00,1:00,,*0.986,0.014
1082,1:00,1:00,,*1,0
1083,1:00,2:01,+,0,*1
1084,1:00,1:00,,*1,0
1085,1:00,1:00,,*1,0
1086,1:00,1:00,,*1,0
1087,1:00,1:00,,*1,0
1088,1:00,1:00,,*1,0
1089,1:00,1:00,,*0.772,0.228
1090,1:00,1:00,,*1,0
1091,1:00,1:00,,*1,0
1092,1:00,1:00,,*1,0
1093,1:00,2:01,+,0,*1
1094,1:00,1:00,,*1,0
1095,1:00,1:00,,*1,0
1096,1:00,1:00,,*0.999,0.001
1097,1:00,1:00,,*1,0
1098,1:00,2:01,+,0,*1
1099,1:00,1:00,,*1,0
1100,1:00,1:00,,*1,0
1101,1:00,1:00,,*1,0
1102,1:00,1:00,,*1,0
1103,1:00,1:00,,*1,0
1104,1:00,1:00,,*1,0
1105,1:00,1:00,,*1,0
1106,1:00,1:00,,*1,0
1107,1:00,1:00,,*1,0
1108,1:00,2:01,+,0,*1
1109,1:00,1:00,,*1,0
1110,1:00,1:00,,*1,0
1111,1:00,2:01,+,0,*1
1112,1:00,1:00,,*1,0
1113,1:00,1:00,,*1,0
1114,1:00,2:01,+,0.128,*0.872
1115,1:00,1:00,,*0.895,0.105
1116,1:00,1:00,,*1,0
1117,1:00,1:00,,*1,0
1118,1:00,1:00,,*1,0
1119,1:00,1:00,,*1,0
1120,1:00,1:00,,*1,0
1121,1:00,1:00,,*0.854,0.146
1122,1:00,1:00,,*1,0
1123,1:00,1:00,,*1,0
1124,1:00,1:00,,*1,0
1125,1:00,1:00,,*1,0
1126,1:00,1:00,,*1,0
1127,1:00,1:00,,*0.998,0.002
1128,1:00,1:00,,*1,0
1129,1:00,1:00,,*1,0
1130,1:00,1:00,,*0.993,0.007
1131,1:00,1:00,,*1,0
1132,1:00,1:00,,*0.997,0.003
1133,1:00,1:00,,*1,0
1134,1:00,1:00,,*1,0
1135,1:00,1:00,,*1,0
1136,1:00,2:01,+,0,*1
1137,1:00,1:00,,*1,0
1138,1:00,1:00,,*1,0
1139,1:00,1:00,,*1,0
1140,1:00,2:01,+,0.465,*0.535
1141,1:00,1:00,,*1,0
1142,1:00,2:01,+,0,*1
1143,1:00,1:00,,*1,0
1144,1:00,1:00,,*1,0
1145,1:00,1:00,,*1,0
1146,1:00,1:00,,*1,0
1147,1:00,1:00,,*1,0
1148,1:00,1:00,,*0.999,0.001
1149,1:00,2:01,+,0,*1
1150,1:00,1:00,,*0.998,0.002
1151,1:00,1:00,,*1,0
1152,1:00,1:00,,*1,0
1153,1:00,1:00,,*1,0
1154,1:00,1:00,,*1,0
1155,1:00,1:00,,*1,0
1156,1:00,1:00,,*1,0
1157,1:00,1:00,,*1,0
1158,1:00,1:00,,*1,0
1159,1:00,1:00,,*1,0
1160,1:00,1:00,,*1,0
1161,1:00,1:00,,*1,0
1162,1:00,1:00,,*1,0
1163,1:00,1:00,,*1,0
1164,1:00,1:00,,*1,0
1165,1:00,1:00,,*1,0
1166,1:00,1:00,,*1,0
1167,1:00,2:01,+,0.005,*0.995
1168,1:00,1:00,,*1,0
1169,1:00,1:00,,*1,0
1170,1:00,1:00,,*1,0
1171,1:00,2:01,+,0,*1
1172,1:00,1:00,,*1,0
1173,1:00,1:00,,*1,0
1174,1:00,1:00,,*0.998,0.002
1175,1:00,1:00,,*1,0
1176,1:00,1:00,,*1,0
1177,1:00,1:00,,*1,0
1178,1:00,2:01,+,0.001,*0.999
1179,1:00,1:00,,*1,0
1180,1:00,1:00,,*1,0
1181,1:00,1:00,,*1,0
1182,1:00,1:00,,*1,0
1183,1:00,1:00,,*1,0
1184,1:00,2:01,+,0,*1
1185,1:00,1:00,,*1,0
1186,1:00,1:00,,*1,0
1187,1:00,1:00,,*1,0
1188,1:00,1:00,,*1,0
1189,1:00,1:00,,*1,0
1190,1:00,1:00,,*1,0
1191,1:00,1:00,,*1,0
1192,1:00,1:00,,*1,0
1193,1:00,1:00,,*1,0
1194,1:00,1:00,,*1,0
1195,1:00,1:00,,*1,0
1196,1:00,1:00,,*1,0
1197,2:01,2:01,,0,*1
1198,1:00,1:00,,*1,0
1199,1:00,1:00,,*1,0
1200,1:00,1:00,,*1,0
1201,1:00,1:00,,*1,0
1202,1:00,1:00,,*1,0
1203,1:00,1:00,,*1,0
1204,1:00,1:00,,*1,0
1205,1:00,2:01,+,0,*1
1206,1:00,1:00,,*1,0
1207,1:00,1:00,,*1,0
1208,1:00,2:01,+,0,*1
1209,1:00,2:01,+,0.101,*0.899
1210,1:00,1:00,,*1,0
1211,1:00,1:00,,*1,0
1212,1:00,1:00,,*1,0
1213,1:00,2:01,+,0.147,*0.853
1214,1:00,2:01,+,0,*1
1215,1:00,1:00,,*1,0
1216,2:01,1:00,+,*1,0
1217,1:00,1:00,,*0.976,0.024
1218,1:00,1:00,,*1,0
1219,1:00,2:01,+,0.246,*0.754
1220,1:00,2:01,+,0,*1
1221,1:00,2:01,+,0,*1
1222,1:00,1:00,,*1,0
1223,1:00,1:00,,*1,0
1224,1:00,1:00,,*1,0
1225,1:00,1:00,,*1,0
1226,1:00,1:00,,*1,0
1227,1:00,1:00,,*1,0
1228,1:00,1:00,,*1,0
1229,1:00,1:00,,*1,0
1230,1:00,1:00,,*1,0
1231,1:00,1:00,,*0.995,0.005
1232,1:00,2:01,+,0,*1
1233,1:00,1:00,,*1,0
1234,1:00,1:00,,*0.999,0.001
1235,1:00,1:00,,*1,0
1236,1:00,1:00,,*1,0
1237,1:00,1:00,,*1,0
1238,1:00,1:00,,*0.998,0.002
1239,1:00,2:01,+,0,*1
1240,1:00,1:00,,*1,0
1241,1:00,1:00,,*1,0
1242,1:00,1:00,,*1,0
1243,1:00,1:00,,*1,0
1244,1:00,1:00,,*1,0
1245,1:00,2:01,+,0,*1
1246,1:00,1:00,,*1,0
1247,1:00,1:00,,*1,0
1248,1:00,2:01,+,0,*1
1249,1:00,1:00,,*1,0
1250,1:00,1:00,,*1,0
1251,1:00,1:00,,*1,0
1252,1:00,1:00,,*1,0
1253,1:00,1:00,,*0.999,0.001
1254,1:00,1:00,,*1,0
1255,1:00,1:00,,*1,0
1256,1:00,1:00,,*1,0
1257,1:00,1:00,,*1,0
1258,1:00,1:00,,*0.992,0.008
1259,1:00,1:00,,*1,0
1260,1:00,1:00,,*1,0
1261,1:00,1:00,,*1,0
1262,1:00,1:00,,*1,0
1263,1:00,1:00,,*1,0
1264,1:00,1:00,,*1,0
1265,1:00,2:01,+,0.002,*0.998
1266,1:00,1:00,,*1,0
1267,1:00,1:00,,*1,0
1268,1:00,1:00,,*1,0
1269,1:00,1:00,,*1,0
1270,1:00,1:00,,*0.997,0.003
1271,1:00,1:00,,*1,0
1272,1:00,1:00,,*1,0
1273,1:00,1:00,,*1,0
1274,1:00,1:00,,*1,0
1275,1:00,1:00,,*1,0
1276,1:00,1:00,,*0.999,0.001
1277,1:00,1:00,,*1,0
1278,1:00,1:00,,*1,0
1279,1:00,1:00,,*1,0
1280,1:00,2:01,+,0.001,*0.999
1281,1:00,1:00,,*1,0
1282,1:00,1:00,,*1,0
1283,1:00,1:00,,*1,0
1284,1:00,2:01,+,0,*1
1285,1:00,2:01,+,0,*1
1286,1:00,1:00,,*1,0
1287,1:00,1:00,,*1,0
1288,1:00,1:00,,*1,0
1289,1:00,1:00,,*1,0
1290,1:00,1:00,,*1,0
1291,1:00,1:00,,*1,0
1292,1:00,1:00,,*1,0
1293,1:00,1:00,,*1,0
1294,1:00,1:00,,*1,0
1295,1:00,1:00,,*1,0
1296,1:00,1:00,,*1,0
1297,1:00,1:00,,*1,0
1298,1:00,1:00,,*0.999,0.001
1299,1:00,1:00,,*1,0
1300,1:00,1:00,,*1,0
1301,1:00,1:00,,*1,0
1302,1:00,1:00,,*1,0
1303,1:00,1:00,,*1,0
1304,1:00,1:00,,*1,0
1305,1:00,1:00,,*0.995,0.005
1306,1:00,1:00,,*1,0
1307,1:00,1:00,,*1,0
1308,1:00,1:00,,*1,0
1309,1:00,1:00,,*1,0
1310,1:00,2:01,+,0.009,*0.991
1311,1:00,1:00,,*1,0
1312,1:00,1:00,,*0.999,0.001
1313,1:00,1:00,,*1,0
1314,1:00,1:00,,*1,0
1315,1:00,1:00,,*1,0
1316,1:00,1:00,,*1,0
1317,1:00,1:00,,*1,0
1318,1:00,1:00,,*1,0
1319,1:00,1:00,,*1,0
1320,1:00,1:00,,*1,0
1321,1:00,1:00,,*1,0
1322,1:00,1:00,,*1,0
1323,1:00,1:00,,*1,0
1324,1:00,1:00,,*1,0
1325,1:00,1:00,,*1,0
1326,1:00,1:00,,*1,0
1327,1:00,1:00,,*1,0
1328,1:00,1:00,,*1,0
1329,1:00,1:00,,*1,0
1330,1:00,1:00,,*1,0
1331,1:00,1:00,,*0.987,0.013
1332,1:00,1:00,,*1,0
1333,1:00,1:00,,*1,0
1334,1:00,1:00,,*0.914,0.086
1335,1:00,1:00,,*1,0
1336,1:00,2:01,+,0,*1
1337,2:01,1:00,+,*1,0
1338,1:00,1:00,,*1,0
1339,1:00,1:00,,*0.828,0.172
1340,1:00,1:00,,*0.999,0.001
1341,1:00,1:00,,*1,0
1342,1:00,1:00,,*1,0
1343,1:00,2:01,+,0,*1
1344,1:00,2:01,+,0.009,*0.991
1345,1:00,1:00,,*1,0
1346,1:00,1:00,,*1,0
1347,1:00,1:00,,*1,0
1348,1:00,1:00,,*0.983,0.017
1349,1:00,1:00,,*1,0
1350,1:00,1:00,,*1,0
1351,1:00,1:00,,*1,0
1352,1:00,2:01,+,0,*1
1353,1:00,1:00,,*1,0
1354,1:00,2:01,+,0,*1
1355,1:00,1:00,,*0.996,0.004
1356,1:00,1:00,,*1,0
1357,1:00,1:00,,*0.995,0.005
1358,1:00,1:00,,*1,0
1359,1:00,1:00,,*1,0
1360,1:00,1:00,,*1,0
1361,1:00,1:00,,*1,0
1362,1:00,1:00,,*0.977,0.023
1363,1:00,1:00,,*1,0
1364,1:00,2:01,+,0,*1
1365,1:00,2:01,+,0.002,*0.998
1366,1:00,1:00,,*1,0
1367,1:00,1:00,,*1,0
1368,1:00,1:00,,*1,0
1369,1:00,1:00,,*1,0
1370,1:00,1:00,,*1,0
1371,1:00,2:01,+,0.013,*0.987
1372,1:00,1:00,,*1,0
1373,1:00,1:00,,*1,0
1374,1:00,1:00,,*1,0
1375,1:00,1:00,,*1,0
1376,1:00,1:00,,*1,0
1377,1:00,1:00,,*1,0
1378,1:00,1:00,,*1,0
1379,1:00,1:00,,*1,0
1380,1:00,1:00,,*0.995,0.005
1381,1:00,1:00,,*1,0
1382,1:00,1:00,,*1,0
1383,1:00,1:00,,*1,0
1384,1:00,1:00,,*0.995,0.005
1385,1:00,2:01,+,0.002,*0.998
1386,1:00,1:00,,*1,0
1387,1:00,1:00,,*0.995,0.005
1388,1:00,1:00,,*1,0
1389,1:00,1:00,,*1,0
1390,1:00,1:00,,*1,0
1391,1:00,1:00,,*1,0
1392,1:00,1:00,,*1,0
1393,1:00,1:00,,*0.989,0.011
1394,1:00,1:00,,*1,0
1395,1:00,1:00,,*0.97,0.03
1396,1:00,1:00,,*1,0
1397,1:00,1:00,,*1,0
1398,1:00,1:00,,*1,0
1399,1:00,1:00,,*1,0
1400,1:00,2:01,+,0,*1
1401,1:00,1:00,,*1,0
1402,1:00,1:00,,*1,0
1403,1:00,2:01,+,0,*1
1404,1:00,2:01,+,0,*1
1405,1:00,1:00,,*1,0
1406,1:00,1:00,,*1,0
1407,1:00,1:00,,*1,0
1408,1:00,1:00,,*1,0
1409,1:00,1:00,,*1,0
1410,1:00,1:00,,*1,0
1411,1:00,1:00,,*1,0
1412,1:00,1:00,,*0.994,0.006
1413,1:00,2:01,+,0.005,*0.995
1414,1:00,1:00,,*1,0
1415,1:00,1:00,,*1,0
1416,1:00,2:01,+,0,*1
1417,1:00,1:00,,*1,0
1418,1:00,1:00,,*1,0
1419,1:00,1:00,,*1,0
1420,1:00,1:00,,*1,0
1421,1:00,1:00,,*0.941,0.059
1422,1:00,1:00,,*0.998,0.002
1423,1:00,1:00,,*1,0
1424,1:00,1:00,,*1,0
1425,1:00,1:00,,*1,0
1426,1:00,1:00,,*1,0
1427,1:00,1:00,,*1,0
1428,1:00,1:00,,*1,0
1429,1:00,1:00,,*1,0
1430,1:00,1:00,,*1,0
1431,2:01,2:01,,0,*1
1432,1:00,1:00,,*0.995,0.005
1433,1:00,1:00,,*0.998,0.002
1434,1:00,1:00,,*0.667,0.333
1435,1:00,1:00,,*1,0
1436,1:00,2:01,+,0,*1
1437,1:00,1:00,,*1,0
1438,1:00,2:01,+,0,*1
1439,1:00,1:00,,*1,0
1440,1:00,1:00,,*1,0
1441,1:00,1:00,,*1,0
1442,1:00,1:00,,*1,0
1443,1:00,1:00,,*0.993,0.007
1444,1:00,2:01,+,0,*1
1445,1:00,2:01,+,0,*1
1446,1:00,1:00,,*1,0
1447,1:00,2:01,+,0.269,*0.731
1448,1:00,2:01,+,0.017,*0.983
1449,1:00,1:00,,*0.998,0.002
1450,1:00,1:00,,*1,0
1451,1:00,1:00,,*1,0
1452,1:00,1:00,,*0.998,0.002
1453,1:00,1:00,,*1,0
1454,1:00,1:00,,*1,0
1455,1:00,1:00,,*1,0
1456,1:00,1:00,,*1,0
1457,1:00,1:00,,*1,0
1458,1:00,1:00,,*1,0
1459,1:00,1:00,,*1,0
1460,1:00,1:00,,*1,0
1461,1:00,1:00,,*1,0
1462,1:00,1:00,,*1,0
1463,1:00,1:00,,*1,0
1464,1:00,2:01,+,0.013,*0.987
1465,1:00,1:00,,*1,0
1466,1:00,1:00,,*1,0
1467,1:00,1:00,,*0.957,0.043
1468,1:00,1:00,,*1,0
1469,1:00,1:00,,*1,0
1470,1:00,1:00,,*1,0
1471,1:00,1:00,,*1,0
1472,1:00,1:00,,*0.957,0.043
1473,1:00,1:00,,*1,0
1474,1:00,1:00,,*1,0
1475,1:00,2:01,+,0.307,*0.693
1476,1:00,1:00,,*1,0
1477,1:00,1:00,,*1,0
1478,1:00,1:00,,*1,0
1479,1:00,1:00,,*0.998,0.002
1480,1:00,1:00,,*1,0
1481,1:00,1:00,,*0.728,0.272
1482,1:00,1:00,,*1,0
1483,1:00,1:00,,*1,0
1484,1:00,1:00,,*1,0
1485,1:00,1:00,,*1,0
1486,1:00,1:00,,*1,0
1487,1:00,1:00,,*1,0
1488,1:00,1:00,,*1,0
1489,1:00,1:00,,*1,0
1490,1:00,1:00,,*1,0
1491,1:00,1:00,,*1,0
1492,1:00,1:00,,*0.998,0.002
1493,1:00,1:00,,*1,0
1494,1:00,1:00,,*1,0
1495,1:00,1:00,,*1,0
1496,1:00,1:00,,*1,0
1497,1:00,1:00,,*0.968,0.032
1498,1:00,2:01,+,0.029,*0.971
1499,1:00,1:00,,*1,0
1500,1:00,2:01,+,0.408,*0.592
1501,1:00,1:00,,*1,0
1502,1:00,1:00,,*1,0
1503,1:00,1:00,,*0.982,0.018
1504,1:00,1:00,,*1,0
1505,1:00,2:01,+,0.007,*0.993
1506,1:00,1:00,,*1,0
1507,1:00,1:00,,*0.998,0.002
1508,1:00,1:00,,*0.997,0.003
1509,1:00,1:00,,*1,0
1510,1:00,1:00,,*1,0
1511,1:00,2:01,+,0.262,*0.738
1512,1:00,1:00,,*1,0
1513,1:00,2:01,+,0,*1
1514,1:00,1:00,,*1,0
1515,1:00,2:01,+,0,*1
1516,1:00,1:00,,*1,0
1517,2:01,1:00,+,*1,0
1518,2:01,2:01,,0,*1
1519,1:00,2:01,+,0,*1
1520,1:00,1:00,,*1,0
1521,1:00,1:00,,*1,0
1522,1:00,1:00,,*0.999,0.001
1523,1:00,1:00,,*1,0
1524,1:00,1:00,,*0.991,0.009
1525,1:00,1:00,,*1,0
1526,1:00,1:00,,*1,0
1527,1:00,2:01,+,0.002,*0.998
1528,1:00,2:01,+,0,*1
1529,1:00,1:00,,*1,0
1530,2:01,2:01,,0.007,*0.993
1531,1:00,1:00,,*1,0
1532,1:00,2:01,+,0.256,*0.744
1533,1:00,1:00,,*1,0
1534,1:00,2:01,+,0,*1
1535,1:00,1:00,,*0.994,0.006
1536,1:00,1:00,,*1,0
1537,1:00,1:00,,*0.998,0.002
1538,2:01,2:01,,0,*1
1539,1:00,1:00,,*1,0
1540,1:00,1:00,,*1,0
1541,1:00,1:00,,*1,0
1542,1:00,1:00,,*1,0
1543,1:00,1:00,,*1,0
1544,1:00,2:01,+,0,*1
1545,1:00,1:00,,*1,0
1546,1:00,1:00,,*1,0
1547,1:00,1:00,,*1,0
1548,1:00,1:00,,*1,0
1549,1:00,1:00,,*1,0
1550,1:00,1:00,,*1,0
1551,1:00,1:00,,*1,0
1552,1:00,2:01,+,0.216,*0.784
1553,1:00,1:00,,*1,0
1554,1:00,2:01,+,0,*1
1555,1:00,1:00,,*1,0
1556,1:00,1:00,,*1,0
1557,1:00,2:01,+,0.008,*0.992
1558,1:00,1:00,,*1,0
1559,1:00,1:00,,*1,0
1560,1:00,2:01,+,0,*1
1561,1:00,1:00,,*1,0
1562,1:00,1:00,,*1,0
1563,1:00,1:00,,*1,0
1564,1:00,2:01,+,0,*1
1565,1:00,1:00,,*1,0
1566,1:00,1:00,,*1,0
1567,1:00,1:00,,*1,0
1568,1:00,1:00,,*1,0
1569,1:00,1:00,,*1,0
1570,1:00,1:00,,*1,0
1571,1:00,1:00,,*0.999,0.001
1572,1:00,1:00,,*1,0
1573,1:00,1:00,,*1,0
1574,1:00,1:00,,*1,0
1575,1:00,1:00,,*1,0
1576,1:00,1:00,,*1,0
1577,1:00,1:00,,*1,0
1578,1:00,2:01,+,0,*1
1579,1:00,1:00,,*1,0
1580,1:00,1:00,,*1,0
1581,1:00,1:00,,*1,0
1582,1:00,1:00,,*1,0
1583,2:01,1:00,+,*1,0
1584,1:00,1:00,,*1,0
1585,1:00,1:00,,*1,0
1586,1:00,1:00,,*1,0
1587,1:00,1:00,,*1,0
1588,1:00,1:00,,*1,0
1589,1:00,1:00,,*1,0
1590,1:00,1:00,,*1,0
1591,1:00,1:00,,*1,0
1592,1:00,1:00,,*0.926,0.074
1593,1:00,2:01,+,0,*1
1594,1:00,1:00,,*1,0
1595,1:00,1:00,,*1,0
1596,1:00,1:00,,*1,0
1597,1:00,1:00,,*1,0
1598,1:00,1:00,,*0.993,0.007
1599,1:00,1:00,,*1,0
1600,1:00,1:00,,*1,0
1601,1:00,1:00,,*1,0
1602,1:00,1:00,,*1,0
1603,1:00,2:01,+,0.003,*0.997
1604,1:00,1:00,,*0.999,0.001
1605,1:00,1:00,,*1,0
1606,1:00,1:00,,*0.999,0.001
1607,1:00,1:00,,*1,0
1608,1:00,1:00,,*0.998,0.002
1609,1:00,1:00,,*1,0
1610,1:00,1:00,,*1,0
1611,1:00,1:00,,*0.907,0.093
1612,1:00,1:00,,*1,0
1613,1:00,2:01,+,0,*1
1614,1:00,1:00,,*1,0
1615,1:00,1:00,,*1,0
1616,1:00,1:00,,*1,0
1617,1:00,2:01,+,0.103,*0.897
1618,1:00,1:00,,*0.996,0.004
1619,1:00,1:00,,*1,0
1620,1:00,1:00,,*1,0
1621,1:00,1:00,,*1,0
1622,1:00,1:00,,*1,0
1623,1:00,1:00,,*1,0
1624,1:00,1:00,,*1,0
1625,1:00,1:00,,*1,0
1626,1:00,1:00,,*1,0
1627,1:00,1:00,,*0.999,0.001
1628,1:00,1:00,,*1,0
1629,1:00,2:01,+,0,*1
